Activity,Person's Residence in Preparedness Region,Person's Residence in Local Health Department Jurisdiction,Person's Residence in County,Vaccine Type,Facility Type,Dose Number,Week,Month,Year,Data as of,Number of Doses
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,Second Dose,3,January,2021,1/17/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,Second Dose,3,January,2021,1/18/21,95
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,Second Dose,3,January,2021,1/19/21,106
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,Second Dose,3,January,2021,1/20/21,119
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,Second Dose,3,January,2021,1/21/21,42
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,Second Dose,3,January,2021,1/22/21,20
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,Second Dose,3,January,2021,1/23/21,18
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,Second Dose,4,January,2021,1/24/21,6
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,Second Dose,4,January,2021,1/25/21,122
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,Second Dose,4,January,2021,1/26/21,33
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,1,January,2021,1/4/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,1,January,2021,1/5/21,16
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,1,January,2021,1/6/21,4
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,1,January,2021,1/7/21,17
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,1,January,2021,1/8/21,14
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,1,January,2021,1/9/21,10
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,2,January,2021,1/10/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,2,January,2021,1/11/21,11
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,2,January,2021,1/12/21,33
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,2,January,2021,1/13/21,352
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,2,January,2021,1/14/21,368
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,2,January,2021,1/15/21,290
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,2,January,2021,1/16/21,10
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,3,January,2021,1/18/21,11
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,3,January,2021,1/19/21,81
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,3,January,2021,1/20/21,22
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,3,January,2021,1/21/21,4
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,3,January,2021,1/22/21,28
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,3,January,2021,1/23/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,4,January,2021,1/26/21,4
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,1,January,2021,1/6/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,1,January,2021,1/7/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,1,January,2021,1/8/21,6
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,1,January,2021,1/9/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,2,January,2021,1/10/21,3
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,2,January,2021,1/11/21,17
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,2,January,2021,1/12/21,12
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,2,January,2021,1/13/21,5
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,2,January,2021,1/14/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,3,January,2021,1/17/21,2
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,3,January,2021,1/18/21,4
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,3,January,2021,1/19/21,8
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,3,January,2021,1/20/21,6
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,3,January,2021,1/21/21,3
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,3,January,2021,1/22/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,Second Dose,4,January,2021,1/26/21,16
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Other,First Dose,4,January,2021,1/25/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Other,First Dose,4,January,2021,1/26/21,3
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pediatrics,First Dose,2,January,2021,1/11/21,2
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pediatrics,First Dose,2,January,2021,1/12/21,2
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pediatrics,First Dose,2,January,2021,1/16/21,4
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pediatrics,First Dose,3,January,2021,1/18/21,2
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pediatrics,First Dose,3,January,2021,1/19/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pediatrics,First Dose,3,January,2021,1/22/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pediatrics,First Dose,3,January,2021,1/23/21,6
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pediatrics,Second Dose,3,January,2021,1/22/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,First Dose,2,January,2021,1/11/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,First Dose,3,January,2021,1/17/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,First Dose,3,January,2021,1/18/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,First Dose,3,January,2021,1/20/21,5
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,First Dose,3,January,2021,1/21/21,2
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,First Dose,4,January,2021,1/25/21,4
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,First Dose,4,January,2021,1/26/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,Second Dose,2,January,2021,1/11/21,2
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,Second Dose,2,January,2021,1/13/21,2
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,Second Dose,2,January,2021,1/14/21,2
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,Second Dose,2,January,2021,1/15/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Urgent Care,First Dose,1,January,2021,1/5/21,2
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Urgent Care,First Dose,1,January,2021,1/6/21,1
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Urgent Care,First Dose,1,January,2021,1/7/21,2
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Urgent Care,First Dose,1,January,2021,1/9/21,2
2021-22,Region 2S,Monroe County Health Department,Monroe,Pfizer,Urgent Care,First Dose,3,January,2021,1/20/21,1
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Family Practice,First Dose,1,January,2021,1/6/21,1
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Family Practice,First Dose,3,January,2021,1/19/21,1
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Family Practice,First Dose,4,January,2021,1/25/21,1
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/5/21,23
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/6/21,9
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/7/21,1
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/8/21,11
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/9/21,2
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/11/21,3
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/14/21,1
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/15/21,2
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Federally Qualified Health Center,First Dose,3,January,2021,1/19/21,4
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,1,January,2021,1/4/21,77
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,1,January,2021,1/5/21,23
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,1,January,2021,1/6/21,71
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,1,January,2021,1/7/21,26
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,1,January,2021,1/8/21,25
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,1,January,2021,1/9/21,81
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,2,January,2021,1/11/21,14
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,2,January,2021,1/12/21,21
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,2,January,2021,1/13/21,69
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,2,January,2021,1/14/21,50
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,2,January,2021,1/15/21,49
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,2,January,2021,1/16/21,36
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,3,January,2021,1/18/21,19
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,3,January,2021,1/19/21,11
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,3,January,2021,1/20/21,63
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,3,January,2021,1/21/21,106
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,3,January,2021,1/22/21,113
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,3,January,2021,1/23/21,51
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,4,January,2021,1/25/21,13
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,4,January,2021,1/26/21,25
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,Second Dose,3,January,2021,1/18/21,18
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,Second Dose,3,January,2021,1/19/21,7
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,Second Dose,3,January,2021,1/20/21,39
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,Second Dose,3,January,2021,1/21/21,16
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,Second Dose,3,January,2021,1/22/21,17
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,Second Dose,3,January,2021,1/23/21,48
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,Second Dose,4,January,2021,1/25/21,77
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,Second Dose,4,January,2021,1/26/21,47
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,1,January,2021,1/4/21,5
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,1,January,2021,1/5/21,25
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,1,January,2021,1/6/21,52
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,1,January,2021,1/7/21,33
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,1,January,2021,1/8/21,20
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,2,January,2021,1/11/21,14
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,2,January,2021,1/12/21,10
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,2,January,2021,1/13/21,8
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,2,January,2021,1/14/21,4
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,2,January,2021,1/15/21,5
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,3,January,2021,1/18/21,2
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,3,January,2021,1/19/21,5
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,3,January,2021,1/20/21,13
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,3,January,2021,1/21/21,127
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,3,January,2021,1/22/21,135
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,3,January,2021,1/23/21,126
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,4,January,2021,1/24/21,3
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,4,January,2021,1/25/21,49
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,4,January,2021,1/26/21,23
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,Second Dose,3,January,2021,1/20/21,6
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,Second Dose,3,January,2021,1/21/21,1
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,Second Dose,3,January,2021,1/22/21,2
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,Second Dose,4,January,2021,1/24/21,5
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,Second Dose,4,January,2021,1/25/21,1
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,Second Dose,4,January,2021,1/26/21,12
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Long Term Care,First Dose,1,January,2021,1/6/21,2
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Other,First Dose,1,January,2021,1/3/21,3
2021-22,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Other,First Dose,1,January,2021,1/8/21,1
