Year Range,Persons Residence in Preparedness Region,Persons Residence in Local Health Department Jurisdiction,Persons Residence in County,Vaccine Type,Facility Type,Dose Number,Week,Month,Year,Date,Number of Doses
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Local Health Department,First Dose,3,January,2021,1/22/2021,22
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Local Health Department,First Dose,3,January,2021,1/23/2021,5
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Local Health Department,First Dose,4,January,2021,1/24/2021,3
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Local Health Department,First Dose,4,January,2021,1/25/2021,7
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Local Health Department,First Dose,4,January,2021,1/26/2021,4
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Local Health Department,Second Dose,3,January,2021,1/20/2021,4
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Local Health Department,Second Dose,3,January,2021,1/23/2021,23
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Local Health Department,Second Dose,4,January,2021,1/24/2021,14
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Local Health Department,Second Dose,4,January,2021,1/25/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Local Health Department,Second Dose,4,January,2021,1/26/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Other,First Dose,1,January,2021,1/3/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Other,First Dose,1,January,2021,1/9/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Other,First Dose,2,January,2021,1/14/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,1,January,2021,1/3/2021,6
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,1,January,2021,1/4/2021,81
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,1,January,2021,1/5/2021,131
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,1,January,2021,1/6/2021,54
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,1,January,2021,1/7/2021,37
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,1,January,2021,1/8/2021,108
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,2,January,2021,1/11/2021,5
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,2,January,2021,1/13/2021,6
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,2,January,2021,1/14/2021,17
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,2,January,2021,1/15/2021,11
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,2,January,2021,1/16/2021,57
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,3,January,2021,1/17/2021,10
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,3,January,2021,1/18/2021,119
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,3,January,2021,1/19/2021,12
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,3,January,2021,1/20/2021,25
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,3,January,2021,1/21/2021,5
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,3,January,2021,1/22/2021,53
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,3,January,2021,1/23/2021,15
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,4,January,2021,1/24/2021,2
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,First Dose,4,January,2021,1/25/2021,8
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Pharmacy,Second Dose,4,January,2021,1/25/2021,50
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Tribal Health,First Dose,1,January,2021,1/6/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Tribal Health,First Dose,1,January,2021,1/8/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Tribal Health,First Dose,2,January,2021,1/11/2021,2
2021-22,Region 3,Bay County Health Department,Bay,Moderna,Tribal Health,First Dose,2,January,2021,1/14/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Federally Qualified Health Center,First Dose,2,January,2021,1/14/2021,6
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Home Health Provider,First Dose,1,January,2021,1/4/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Home Health Provider,First Dose,1,January,2021,1/6/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Home Health Provider,First Dose,1,January,2021,1/8/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Home Health Provider,First Dose,2,January,2021,1/11/2021,2
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Home Health Provider,First Dose,2,January,2021,1/15/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Home Health Provider,First Dose,3,January,2021,1/18/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Home Health Provider,First Dose,3,January,2021,1/19/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Home Health Provider,First Dose,3,January,2021,1/20/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Home Health Provider,First Dose,3,January,2021,1/23/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Home Health Provider,Second Dose,3,January,2021,1/17/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Home Health Provider,Second Dose,3,January,2021,1/20/2021,2
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Home Health Provider,Second Dose,3,January,2021,1/22/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Home Health Provider,Second Dose,4,January,2021,1/25/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,1,January,2021,1/3/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,1,January,2021,1/4/2021,30
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,1,January,2021,1/5/2021,15
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,1,January,2021,1/6/2021,44
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,1,January,2021,1/7/2021,53
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,1,January,2021,1/8/2021,58
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,2,January,2021,1/10/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,2,January,2021,1/11/2021,32
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,2,January,2021,1/12/2021,32
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,2,January,2021,1/13/2021,12
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,2,January,2021,1/14/2021,112
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,2,January,2021,1/15/2021,40
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,2,January,2021,1/16/2021,16
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,3,January,2021,1/17/2021,2
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,3,January,2021,1/18/2021,5
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,3,January,2021,1/19/2021,50
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,3,January,2021,1/20/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,3,January,2021,1/21/2021,271
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,3,January,2021,1/22/2021,65
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,3,January,2021,1/23/2021,28
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,4,January,2021,1/25/2021,5
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,First Dose,4,January,2021,1/26/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,1,January,2021,1/6/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,1,January,2021,1/7/2021,40
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,1,January,2021,1/8/2021,264
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,1,January,2021,1/9/2021,12
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,2,January,2021,1/11/2021,188
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,2,January,2021,1/12/2021,147
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,2,January,2021,1/13/2021,62
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,2,January,2021,1/14/2021,7
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,2,January,2021,1/15/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,3,January,2021,1/17/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,3,January,2021,1/18/2021,43
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,3,January,2021,1/19/2021,118
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,3,January,2021,1/20/2021,53
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,3,January,2021,1/21/2021,7
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,3,January,2021,1/22/2021,37
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,3,January,2021,1/23/2021,3
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,4,January,2021,1/25/2021,12
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Hospital,Second Dose,4,January,2021,1/26/2021,4
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,1,January,2021,1/6/2021,70
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,1,January,2021,1/7/2021,5
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,1,January,2021,1/8/2021,132
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,1,January,2021,1/9/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,2,January,2021,1/11/2021,2
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,2,January,2021,1/12/2021,256
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,2,January,2021,1/13/2021,11
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,2,January,2021,1/14/2021,42
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,2,January,2021,1/15/2021,344
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,2,January,2021,1/16/2021,284
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,3,January,2021,1/18/2021,2
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,3,January,2021,1/19/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,3,January,2021,1/20/2021,64
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,3,January,2021,1/21/2021,310
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,3,January,2021,1/22/2021,47
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,3,January,2021,1/23/2021,325
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,4,January,2021,1/25/2021,17
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,First Dose,4,January,2021,1/26/2021,2
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,Second Dose,1,January,2021,1/8/2021,73
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,Second Dose,1,January,2021,1/9/2021,3
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,Second Dose,2,January,2021,1/10/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,Second Dose,2,January,2021,1/11/2021,6
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,Second Dose,2,January,2021,1/12/2021,14
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,Second Dose,2,January,2021,1/15/2021,91
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,Second Dose,2,January,2021,1/16/2021,2
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,Second Dose,3,January,2021,1/20/2021,38
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,Second Dose,3,January,2021,1/21/2021,7
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Local Health Department,Second Dose,3,January,2021,1/23/2021,61
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Other,First Dose,2,January,2021,1/14/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Other,First Dose,3,January,2021,1/20/2021,3
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Other,First Dose,3,January,2021,1/21/2021,14
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Other,First Dose,4,January,2021,1/25/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Other,Second Dose,4,January,2021,1/25/2021,11
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,2,January,2021,1/11/2021,18
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,2,January,2021,1/12/2021,7
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,2,January,2021,1/13/2021,7
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,2,January,2021,1/14/2021,7
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,2,January,2021,1/15/2021,121
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,3,January,2021,1/17/2021,1
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,3,January,2021,1/18/2021,66
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,3,January,2021,1/19/2021,60
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,3,January,2021,1/20/2021,28
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,3,January,2021,1/21/2021,75
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,3,January,2021,1/22/2021,185
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,4,January,2021,1/24/2021,2
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,4,January,2021,1/25/2021,56
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,First Dose,4,January,2021,1/26/2021,53
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,Second Dose,2,January,2021,1/11/2021,53
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,Second Dose,2,January,2021,1/12/2021,26
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,Second Dose,2,January,2021,1/13/2021,23
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,Second Dose,2,January,2021,1/14/2021,14
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,Second Dose,2,January,2021,1/15/2021,23
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,Second Dose,3,January,2021,1/18/2021,2
2021-22,Region 3,Bay County Health Department,Bay,Pfizer,Pharmacy,Second Dose,3,January,2021,1/22/2021,1
2021-22,Region 3,Central Michigan District Health Department,Arenac,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/5/2021,2
2021-22,Region 3,Central Michigan District Health Department,Arenac,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/6/2021,21
2021-22,Region 3,Central Michigan District Health Department,Arenac,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/7/2021,4
2021-22,Region 3,Central Michigan District Health Department,Arenac,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/8/2021,1
2021-22,Region 3,Central Michigan District Health Department,Arenac,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/12/2021,1
2021-22,Region 3,Central Michigan District Health Department,Arenac,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/13/2021,4
2021-22,Region 3,Central Michigan District Health Department,Arenac,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/15/2021,1
2021-22,Region 3,Central Michigan District Health Department,Arenac,Moderna,Federally Qualified Health Center,First Dose,4,January,2021,1/26/2021,3
2021-22,Region 3,Central Michigan District Health Department,Arenac,Moderna,Hospital,First Dose,1,January,2021,1/4/2021,6
2021-22,Region 3,Central Michigan District Health Department,Arenac,Moderna,Hospital,First Dose,1,January,2021,1/5/2021,6
2021-22,Region 3,Central Michigan District Health Department,Arenac,Moderna,Hospital,First Dose,1,January,2021,1/6/2021,6
2021-22,Region 3,Central Michigan District Health Department,Arenac,Moderna,Hospital,First Dose,1,January,2021,1/7/2021,2
